Using GPU available:  NVIDIA GeForce RTX 3090
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-uncased and are newly initialized: ['classifier.weight', 'classifier.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
############################ bert-base-uncased text results ##################################
Epoch 1/3
Train Batch 146/588
Train Batch 147/588
Train Batch 148/588
Train Batch 149/588
Train Batch 150/588
Train Batch 151/588
Train Batch 152/588
Train Batch 153/588
Train Batch 154/588
Train Batch 155/588
Train Batch 156/588
Train Batch 157/588
Train Batch 158/588
Train Batch 159/588
Train Batch 160/588
Train Batch 161/588
Train Batch 162/588
Train Batch 163/588
Train Batch 164/588
Train Batch 165/588
Train Batch 166/588
Train Batch 167/588
Train Batch 168/588
Train Batch 169/588
Train Batch 170/588
Train Batch 171/588
Train Batch 172/588
Train Batch 173/588
Train Batch 174/588
Train Batch 175/588
Train Batch 176/588
Train Batch 177/588
Train Batch 178/588
Train Batch 179/588
Train Batch 180/588
Train Batch 181/588
Train Batch 182/588
Train Batch 183/588
Train Batch 184/588
Train Batch 185/588
Train Batch 186/588
Train Batch 187/588
Train Batch 188/588
Train Batch 189/588
Train Batch 190/588
Train Batch 191/588
Train Batch 192/588
Train Batch 193/588
Train Batch 194/588
Train Batch 195/588
Train Batch 196/588
Train Batch 197/588
Train Batch 198/588
Train Batch 199/588
Train Batch 200/588
Train Batch 201/588
Train Batch 202/588
Train Batch 203/588
Train Batch 204/588
Train Batch 205/588
Train Batch 206/588
Train Batch 207/588
Train Batch 208/588
Train Batch 209/588
Train Batch 210/588
Train Batch 211/588
Train Batch 212/588
Train Batch 213/588
Train Batch 214/588
Train Batch 215/588
Train Batch 216/588
Train Batch 217/588
Train Batch 218/588
Train Batch 219/588
Train Batch 220/588
Train Batch 221/588
Train Batch 222/588
Train Batch 223/588
Train Batch 224/588
Train Batch 225/588
Train Batch 226/588
Train Batch 227/588
Train Batch 228/588
Train Batch 229/588
Train Batch 230/588
Train Batch 231/588
Train Batch 232/588
Train Batch 233/588
Train Batch 234/588
Train Batch 235/588
Train Batch 236/588
Train Batch 237/588
Train Batch 238/588
Train Batch 239/588
Train Batch 240/588
Train Batch 241/588
Train Batch 242/588
Train Batch 243/588
Train Batch 244/588
Train Batch 245/588
Train Batch 246/588
Train Batch 247/588
Train Batch 248/588
Train Batch 249/588
Train Batch 250/588
Train Batch 251/588
Train Batch 252/588
Train Batch 253/588
Train Batch 254/588
Train Batch 255/588
Train Batch 256/588
Train Batch 257/588
Train Batch 258/588
Train Batch 259/588
Train Batch 260/588
Train Batch 261/588
Train Batch 262/588
Train Batch 263/588
Train Batch 264/588
Train Batch 265/588
Train Batch 266/588
Train Batch 267/588
Train Batch 268/588
Train Batch 269/588
Train Batch 270/588
Train Batch 271/588
Train Batch 272/588
Train Batch 273/588
Train Batch 274/588
Train Batch 275/588
Train Batch 276/588
Train Batch 277/588
Train Batch 278/588
Train Batch 279/588
Train Batch 280/588
Train Batch 281/588
Train Batch 282/588
Train Batch 283/588
Train Batch 284/588
Train Batch 285/588
Train Batch 286/588
Train Batch 287/588
Train Batch 288/588
Train Batch 289/588
Train Batch 290/588
Train Batch 291/588
Train Batch 292/588
Train Batch 293/588
Train Batch 294/588
Train Batch 295/588
Train Batch 296/588
Train Batch 297/588
Train Batch 298/588
Train Batch 299/588
Train Batch 300/588
Train Batch 301/588
Train Batch 302/588
Train Batch 303/588
Train Batch 304/588
Train Batch 305/588
Train Batch 306/588
Train Batch 307/588
Train Batch 308/588
Train Batch 309/588
Train Batch 310/588
Train Batch 311/588
Train Batch 312/588
Train Batch 313/588
Train Batch 314/588
Train Batch 315/588
Train Batch 316/588
Train Batch 317/588
Train Batch 318/588
Train Batch 319/588
Train Batch 320/588
Train Batch 321/588
Train Batch 322/588
Train Batch 323/588
Train Batch 324/588
Train Batch 325/588
Train Batch 326/588
Train Batch 327/588
Train Batch 328/588
Train Batch 329/588
Train Batch 330/588
Train Batch 331/588
Train Batch 332/588
Train Batch 333/588
Train Batch 334/588
Train Batch 335/588
Train Batch 336/588
Train Batch 337/588
Train Batch 338/588
Train Batch 339/588
Train Batch 340/588
Train Batch 341/588
Train Batch 342/588
Train Batch 343/588
Train Batch 344/588
Train Batch 345/588
Train Batch 346/588
Train Batch 347/588
Train Batch 348/588
Train Batch 349/588
Train Batch 350/588
Train Batch 351/588
Train Batch 352/588
Train Batch 353/588
Train Batch 354/588
Train Batch 355/588
Train Batch 356/588
Train Batch 357/588
Train Batch 358/588
Train Batch 359/588
Train Batch 360/588
Train Batch 361/588
Train Batch 362/588
Train Batch 363/588
Train Batch 364/588
Train Batch 365/588
Train Batch 366/588
Train Batch 367/588
Train Batch 368/588
Train Batch 369/588
Train Batch 370/588
Train Batch 371/588
Train Batch 372/588
Train Batch 373/588
Train Batch 374/588
Train Batch 375/588
Train Batch 376/588
Train Batch 377/588
Train Batch 378/588
Train Batch 379/588
Train Batch 380/588
Train Batch 381/588
Train Batch 382/588
Train Batch 383/588
Train Batch 384/588
Train Batch 385/588
Train Batch 386/588
Train Batch 387/588
Train Batch 388/588
Train Batch 389/588
Train Batch 390/588
Train Batch 391/588
Train Batch 392/588
Train Batch 393/588
Train Batch 394/588
Train Batch 395/588
Train Batch 396/588
Train Batch 397/588
Train Batch 398/588
Train Batch 399/588
Train Batch 400/588
Train Batch 401/588
Train Batch 402/588
Train Batch 403/588
Train Batch 404/588
Train Batch 405/588
Train Batch 406/588
Train Batch 407/588
Train Batch 408/588
Train Batch 409/588
Train Batch 410/588
Train Batch 411/588
Train Batch 412/588
Train Batch 413/588
Train Batch 414/588
Train Batch 415/588
Train Batch 416/588
Train Batch 417/588
Train Batch 418/588
Train Batch 419/588
Train Batch 420/588
Train Batch 421/588
Train Batch 422/588
Train Batch 423/588
Train Batch 424/588
Train Batch 425/588
Train Batch 426/588
Train Batch 427/588
Train Batch 428/588
Train Batch 429/588
Train Batch 430/588
Train Batch 431/588
Train Batch 432/588
Train Batch 433/588
Train Batch 434/588
Train Batch 435/588
Train Batch 436/588
Train Batch 437/588
Train Batch 438/588
Train Batch 439/588
Train Batch 440/588
Train Batch 441/588
Train Batch 442/588
Train Batch 443/588
Train Batch 444/588
Train Batch 445/588
Train Batch 446/588
Train Batch 447/588
Train Batch 448/588
Train Batch 449/588
Train Batch 450/588
Train Batch 451/588
Train Batch 452/588
Train Batch 453/588
Train Batch 454/588
Train Batch 455/588
Train Batch 456/588
Train Batch 457/588
Train Batch 458/588
Train Batch 459/588
Train Batch 460/588
Train Batch 461/588
Train Batch 462/588
Train Batch 463/588
Train Batch 464/588
Train Batch 465/588
Train Batch 466/588
Train Batch 467/588
Train Batch 468/588
Train Batch 469/588
Train Batch 470/588
Train Batch 471/588
Train Batch 472/588
Train Batch 473/588
Train Batch 474/588
Train Batch 475/588
Train Batch 476/588
Train Batch 477/588
Train Batch 478/588
Train Batch 479/588
Train Batch 480/588
Train Batch 481/588
Train Batch 482/588
Train Batch 483/588
Train Batch 484/588
Train Batch 485/588
Train Batch 486/588
Train Batch 487/588
Train Batch 488/588
Train Batch 489/588
Train Batch 490/588
Train Batch 491/588
Train Batch 492/588
Train Batch 493/588
Train Batch 494/588
Train Batch 495/588
Train Batch 496/588
Train Batch 497/588
Train Batch 498/588
Train Batch 499/588
Train Batch 500/588
Train Batch 501/588
Train Batch 502/588
Train Batch 503/588
Train Batch 504/588
Train Batch 505/588
Train Batch 506/588
Train Batch 507/588
Train Batch 508/588
Train Batch 509/588
Train Batch 510/588
Train Batch 511/588
Train Batch 512/588
Train Batch 513/588
Train Batch 514/588
Train Batch 515/588
Train Batch 516/588
Train Batch 517/588
Train Batch 518/588
Train Batch 519/588
Train Batch 520/588
Train Batch 521/588
Train Batch 522/588
Train Batch 523/588
Train Batch 524/588
Train Batch 525/588
Train Batch 526/588
Train Batch 527/588
Train Batch 528/588
Train Batch 529/588
Train Batch 530/588
Train Batch 531/588
Train Batch 532/588
Train Batch 533/588
Train Batch 534/588
Train Batch 535/588
Train Batch 536/588
Train Batch 537/588
Train Batch 538/588
Train Batch 539/588
Train Batch 540/588
Train Batch 541/588
Train Batch 542/588
Train Batch 543/588
Train Batch 544/588
Train Batch 545/588
Train Batch 546/588
Train Batch 547/588
Train Batch 548/588
Train Batch 549/588
Train Batch 550/588
Train Batch 551/588
Train Batch 552/588
Train Batch 553/588
Train Batch 554/588
Train Batch 555/588
Train Batch 556/588
Train Batch 557/588
Train Batch 558/588
Train Batch 559/588
Train Batch 560/588
Train Batch 561/588
Train Batch 562/588
Train Batch 563/588
Train Batch 564/588
Train Batch 565/588
Train Batch 566/588
Train Batch 567/588
Train Batch 568/588
Train Batch 569/588
Train Batch 570/588
Train Batch 571/588
Train Batch 572/588
Train Batch 573/588
Train Batch 574/588
Train Batch 575/588
Train Batch 576/588
Train Batch 577/588
Train Batch 578/588
Train Batch 579/588
Train Batch 580/588
Train Batch 581/588
Train Batch 582/588
Train Batch 583/588
Train Batch 584/588
Train Batch 585/588
Train Batch 586/588
Train Batch 587/588
Train Batch 588/588
Validation Batch 1/15
Validation Batch 2/15
Validation Batch 3/15
Validation Batch 4/15
Validation Batch 5/15
Validation Batch 6/15
Validation Batch 7/15
Validation Batch 8/15
Validation Batch 9/15
Validation Batch 10/15
Validation Batch 11/15
Validation Batch 12/15
Validation Batch 13/15
Validation Batch 14/15
Validation Batch 15/15
Epoch [3/3] - Training Loss: 1412.78003 - Average Training Loss: 0.07511 - Validation Loss: 40.14696 - Average Validation Loss: 0.00853645708411932
Test Batch 1/19
Test Batch 2/19
Test Batch 3/19
Test Batch 4/19
Test Batch 5/19
Test Batch 6/19
Test Batch 7/19
Test Batch 8/19
Test Batch 9/19
Test Batch 10/19
Test Batch 11/19
Test Batch 12/19
Test Batch 13/19
Test Batch 14/19
Test Batch 15/19
Test Batch 16/19
Test Batch 17/19
Test Batch 18/19
Test Batch 19/19
Total time for fitting: 1552.4366 seconds
Macro F1 Score dense layer: 0.17892110242212664
/home/apapadoi/anaconda3/envs/nlp-sequence-classification/lib/python3.9/site-packages/sklearn/metrics/_classification.py:1471: UndefinedMetricWarning: Precision and F-score are ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
/home/apapadoi/anaconda3/envs/nlp-sequence-classification/lib/python3.9/site-packages/sklearn/metrics/_classification.py:1471: UndefinedMetricWarning: Precision and F-score are ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
              precision    recall  f1-score   support

      ALEALB       0.28      0.16      0.20       214
      ANTGIO       0.91      0.21      0.34        48
      CARSAI       0.27      0.27      0.27       396
      CHALEC       0.28      0.55      0.37       352
      DANKVY       0.60      0.04      0.08        69
      DANRIC       0.25      0.41      0.31       318
      ESTOCO       0.24      0.23      0.24       251
      FERALO       0.00      0.00      0.00       165
      GEORUS       0.24      0.01      0.03       268
      GUAZHO       0.80      0.04      0.08        95
      KEVMAG       0.28      0.26      0.27       152
      KIMRAI       0.30      0.27      0.29       117
      LANNOR       0.31      0.35      0.33       353
      LANSTR       0.25      0.31      0.28       235
      LEWHAM       0.22      0.53      0.31       466
      LOGSAR       0.00      0.00      0.00        52
      MAXVER       0.31      0.39      0.35       555
      MICSCH       0.14      0.02      0.04        88
      NICHUL       0.42      0.17      0.24       144
      NICLAF       0.25      0.01      0.02       102
      NIKMAZ       0.00      0.00      0.00        46
      NYCDEV       0.00      0.00      0.00        24
      OSCPIA       0.88      0.26      0.41        53
      PIEGAS       0.16      0.32      0.21       322
      ROMGRO       0.00      0.00      0.00        82
      SEBVET       0.33      0.04      0.07       239
      SERPER       0.19      0.11      0.14       277
      VALBOT       0.22      0.10      0.14       250
      YUKTSU       0.33      0.12      0.17       145

    accuracy                           0.26      5878
   macro avg       0.29      0.18      0.18      5878
weighted avg       0.27      0.26      0.22      5878

/home/apapadoi/anaconda3/envs/nlp-sequence-classification/lib/python3.9/site-packages/sklearn/metrics/_classification.py:1471: UndefinedMetricWarning: Precision and F-score are ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
Dense layer AUC-ROC: 0.7416752643273355
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-large-uncased and are newly initialized: ['classifier.weight', 'classifier.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
############################ bert-large-uncased text results ##################################
Epoch 1/2
Train Batch 1/1881
Train Batch 2/1881
Train Batch 3/1881
Train Batch 4/1881
Train Batch 5/1881
Train Batch 6/1881
Train Batch 7/1881
Train Batch 8/1881
Train Batch 9/1881
Train Batch 10/1881
Train Batch 11/1881
Train Batch 12/1881
Train Batch 13/1881
Train Batch 14/1881
Train Batch 15/1881
Train Batch 16/1881
Train Batch 17/1881
Train Batch 18/1881
Train Batch 19/1881
Train Batch 20/1881
Train Batch 21/1881
Train Batch 22/1881
Train Batch 23/1881
Train Batch 24/1881
Train Batch 25/1881
Train Batch 26/1881
Train Batch 27/1881
Train Batch 28/1881
Train Batch 29/1881
Train Batch 30/1881
Train Batch 31/1881
Train Batch 32/1881
Train Batch 33/1881
Train Batch 34/1881
Train Batch 35/1881
Train Batch 36/1881
Train Batch 37/1881
Train Batch 38/1881
Train Batch 39/1881
Train Batch 40/1881
Train Batch 41/1881
Train Batch 42/1881
Train Batch 43/1881
Train Batch 44/1881
Train Batch 45/1881
Train Batch 46/1881
Train Batch 47/1881
Train Batch 48/1881
Train Batch 49/1881
Train Batch 50/1881
Train Batch 51/1881
Train Batch 52/1881
Train Batch 53/1881
Train Batch 54/1881
Train Batch 55/1881
Train Batch 56/1881
Train Batch 57/1881
Train Batch 58/1881
Train Batch 59/1881
Train Batch 60/1881
Train Batch 61/1881
Train Batch 62/1881
Train Batch 63/1881
Train Batch 64/1881
Train Batch 65/1881
Train Batch 66/1881
Train Batch 67/1881
Train Batch 68/1881
Train Batch 69/1881
Train Batch 70/1881
Train Batch 71/1881
Train Batch 72/1881
Train Batch 73/1881
Train Batch 74/1881
Train Batch 75/1881
Train Batch 76/1881
Train Batch 77/1881
Train Batch 78/1881
Train Batch 79/1881
Train Batch 80/1881
Train Batch 81/1881
Train Batch 82/1881
Train Batch 83/1881
Train Batch 84/1881
Train Batch 85/1881
Train Batch 86/1881
Train Batch 87/1881
Train Batch 88/1881
Train Batch 89/1881
Train Batch 90/1881
Train Batch 91/1881
Train Batch 92/1881
Train Batch 93/1881
Train Batch 94/1881
Train Batch 95/1881
Train Batch 96/1881
Train Batch 97/1881
Train Batch 98/1881
Train Batch 99/1881
Train Batch 100/1881
Train Batch 101/1881
Train Batch 102/1881
Train Batch 103/1881
Train Batch 104/1881
Train Batch 105/1881
Train Batch 106/1881
Train Batch 107/1881
Train Batch 108/1881
Train Batch 109/1881
Train Batch 110/1881
Train Batch 111/1881
Train Batch 112/1881
Train Batch 113/1881
Train Batch 114/1881
Train Batch 115/1881
Train Batch 116/1881
Train Batch 117/1881
Train Batch 118/1881
Train Batch 119/1881
Train Batch 120/1881
Train Batch 121/1881
Train Batch 122/1881
Train Batch 123/1881
Train Batch 124/1881
Train Batch 125/1881
Train Batch 126/1881
Train Batch 127/1881
Train Batch 128/1881
Train Batch 129/1881
Train Batch 130/1881
Train Batch 131/1881
Train Batch 132/1881
Train Batch 133/1881
Train Batch 134/1881
Train Batch 135/1881
Train Batch 136/1881
Train Batch 137/1881
Train Batch 138/1881
Train Batch 139/1881
Train Batch 140/1881
Train Batch 141/1881
Train Batch 142/1881
Train Batch 143/1881
Train Batch 144/1881
Train Batch 145/1881
Train Batch 146/1881
Train Batch 147/1881
Train Batch 148/1881
Train Batch 149/1881
Train Batch 150/1881
Train Batch 151/1881
Train Batch 152/1881
Train Batch 153/1881
Train Batch 154/1881
Train Batch 155/1881
Train Batch 156/1881
Train Batch 157/1881
Train Batch 158/1881
Train Batch 159/1881
Train Batch 160/1881
Train Batch 161/1881
Train Batch 162/1881
Train Batch 163/1881
Train Batch 164/1881
Train Batch 165/1881
Train Batch 166/1881
Train Batch 167/1881
Train Batch 168/1881
Train Batch 169/1881
Train Batch 170/1881
Train Batch 171/1881
Train Batch 172/1881
Train Batch 173/1881
Train Batch 174/1881
Train Batch 175/1881
Train Batch 176/1881
Train Batch 177/1881
Train Batch 178/1881
Train Batch 179/1881
Train Batch 180/1881
Train Batch 181/1881
Train Batch 182/1881
Train Batch 183/1881
Train Batch 184/1881
Train Batch 185/1881
Train Batch 186/1881
Train Batch 187/1881
Train Batch 188/1881
Train Batch 189/1881
Train Batch 190/1881
Train Batch 191/1881
Train Batch 192/1881
Train Batch 193/1881
Train Batch 194/1881
Train Batch 195/1881
Train Batch 196/1881
Train Batch 197/1881
Train Batch 198/1881
Train Batch 199/1881
Train Batch 200/1881
Train Batch 201/1881
Train Batch 202/1881
Train Batch 203/1881
Train Batch 204/1881
Train Batch 205/1881
Train Batch 206/1881
Train Batch 207/1881
Train Batch 208/1881
Train Batch 209/1881
Train Batch 210/1881
Train Batch 211/1881
Train Batch 212/1881
Train Batch 213/1881
Train Batch 214/1881
Train Batch 215/1881
Train Batch 216/1881
Train Batch 217/1881
Train Batch 218/1881
Train Batch 219/1881
Train Batch 220/1881
Train Batch 221/1881
Train Batch 222/1881
Train Batch 223/1881
Train Batch 224/1881
Train Batch 225/1881
Train Batch 226/1881
Train Batch 227/1881
Train Batch 228/1881
Train Batch 229/1881
Train Batch 230/1881
Train Batch 231/1881
Train Batch 232/1881
Train Batch 233/1881
Train Batch 234/1881
Train Batch 235/1881
Train Batch 236/1881
Train Batch 237/1881
Train Batch 238/1881
Train Batch 239/1881
Train Batch 240/1881
Train Batch 241/1881
Train Batch 242/1881
Train Batch 243/1881
Train Batch 244/1881
Train Batch 245/1881
Train Batch 246/1881
Train Batch 247/1881
Train Batch 248/1881
Train Batch 249/1881
Train Batch 250/1881
Train Batch 251/1881
Train Batch 252/1881
Train Batch 253/1881
Train Batch 254/1881
Train Batch 255/1881
Train Batch 256/1881
Train Batch 257/1881
Train Batch 258/1881
Train Batch 259/1881
Train Batch 260/1881
Train Batch 261/1881
Train Batch 262/1881
Train Batch 263/1881
Train Batch 264/1881
Train Batch 265/1881
Train Batch 266/1881
Train Batch 267/1881
Train Batch 268/1881
Train Batch 269/1881
Train Batch 270/1881
Train Batch 271/1881
Train Batch 272/1881
Train Batch 273/1881
Train Batch 274/1881
Train Batch 275/1881
Train Batch 276/1881
Train Batch 277/1881
Train Batch 278/1881
Train Batch 279/1881
Train Batch 280/1881
Train Batch 281/1881
Train Batch 282/1881
Train Batch 283/1881
Train Batch 284/1881
Train Batch 285/1881
Train Batch 286/1881
Train Batch 287/1881
Train Batch 288/1881
Train Batch 289/1881
Train Batch 290/1881
Train Batch 291/1881
Train Batch 292/1881
Train Batch 293/1881
Train Batch 294/1881
Train Batch 295/1881
Train Batch 296/1881
Train Batch 297/1881
Train Batch 298/1881
Train Batch 299/1881
Train Batch 300/1881
Train Batch 301/1881
Train Batch 302/1881
Train Batch 303/1881
Train Batch 304/1881
Train Batch 305/1881
Train Batch 306/1881
Train Batch 307/1881
Train Batch 308/1881
Train Batch 309/1881
Train Batch 310/1881
Train Batch 311/1881
Train Batch 312/1881
Train Batch 313/1881
Train Batch 314/1881
Train Batch 315/1881
Train Batch 316/1881
Train Batch 317/1881
Train Batch 318/1881
Train Batch 319/1881
Train Batch 320/1881
Train Batch 321/1881
Train Batch 322/1881
Train Batch 323/1881
Train Batch 324/1881
Train Batch 325/1881
Train Batch 326/1881
Train Batch 327/1881
Train Batch 328/1881
Train Batch 329/1881
Train Batch 330/1881
Train Batch 331/1881
Train Batch 332/1881
Train Batch 333/1881
Train Batch 334/1881
Train Batch 335/1881
Train Batch 336/1881
Train Batch 337/1881
Train Batch 338/1881
Train Batch 339/1881
Train Batch 340/1881
Train Batch 341/1881
Train Batch 342/1881
Train Batch 343/1881
Train Batch 344/1881
Train Batch 345/1881
Train Batch 346/1881
Train Batch 347/1881
Train Batch 348/1881
Train Batch 349/1881
Train Batch 350/1881
Train Batch 351/1881
Train Batch 352/1881
Train Batch 353/1881
Train Batch 354/1881
Train Batch 355/1881
Train Batch 356/1881
Train Batch 357/1881
Train Batch 358/1881
Train Batch 359/1881
Train Batch 360/1881
Train Batch 361/1881
Train Batch 362/1881
Train Batch 363/1881
Train Batch 364/1881
Train Batch 365/1881
Train Batch 366/1881
Train Batch 367/1881
Train Batch 368/1881
Train Batch 369/1881
Train Batch 370/1881
Train Batch 371/1881
Train Batch 372/1881
Train Batch 373/1881
Train Batch 374/1881
Train Batch 375/1881
Train Batch 376/1881
Train Batch 377/1881
Train Batch 378/1881
Train Batch 379/1881
Train Batch 380/1881
Train Batch 381/1881
Train Batch 382/1881
Train Batch 383/1881
Train Batch 384/1881
Train Batch 385/1881
Train Batch 386/1881
Train Batch 387/1881
Train Batch 388/1881
Train Batch 389/1881
Train Batch 390/1881
Train Batch 391/1881
Train Batch 392/1881
Train Batch 393/1881
Train Batch 394/1881
Train Batch 395/1881
Train Batch 396/1881
Train Batch 397/1881
Train Batch 398/1881
Train Batch 399/1881
Train Batch 400/1881
Train Batch 401/1881
Train Batch 402/1881
Train Batch 403/1881
Train Batch 404/1881
Train Batch 405/1881
Train Batch 406/1881
Train Batch 407/1881
Train Batch 408/1881
Train Batch 409/1881
Train Batch 410/1881
Train Batch 411/1881
Train Batch 412/1881
Train Batch 413/1881
Train Batch 414/1881
Train Batch 415/1881
Train Batch 416/1881
Train Batch 417/1881
Train Batch 418/1881
Train Batch 419/1881
Train Batch 420/1881
Train Batch 421/1881
Train Batch 422/1881
Train Batch 423/1881
Train Batch 424/1881
Train Batch 425/1881
Train Batch 426/1881
Train Batch 427/1881
Train Batch 428/1881
Train Batch 429/1881
Train Batch 430/1881
Train Batch 431/1881
Train Batch 432/1881
Train Batch 433/1881
Train Batch 434/1881
Train Batch 435/1881
Train Batch 436/1881
Train Batch 437/1881
Train Batch 438/1881
Train Batch 439/1881
Train Batch 440/1881
Train Batch 441/1881
Train Batch 442/1881
Train Batch 443/1881
Train Batch 444/1881
Train Batch 445/1881
Train Batch 446/1881
Train Batch 447/1881
Train Batch 448/1881
Train Batch 449/1881
Train Batch 450/1881
Train Batch 451/1881
Train Batch 452/1881
Train Batch 453/1881
Train Batch 454/1881
Train Batch 455/1881
Train Batch 456/1881
Train Batch 457/1881
Train Batch 458/1881
Train Batch 459/1881
Train Batch 460/1881
Train Batch 461/1881
Train Batch 462/1881
Train Batch 463/1881
Train Batch 464/1881
Train Batch 465/1881
Train Batch 466/1881
Train Batch 467/1881
Train Batch 468/1881
Train Batch 469/1881
Train Batch 470/1881
Train Batch 471/1881
Train Batch 472/1881
Train Batch 473/1881
Train Batch 474/1881
Train Batch 475/1881
Train Batch 476/1881
Train Batch 477/1881
Train Batch 478/1881
Train Batch 479/1881
Train Batch 480/1881
Train Batch 481/1881
Train Batch 482/1881
Train Batch 483/1881
Train Batch 484/1881
Train Batch 485/1881
Train Batch 486/1881
Train Batch 487/1881
Train Batch 488/1881
Train Batch 489/1881
Train Batch 490/1881
Train Batch 491/1881
Train Batch 492/1881
Train Batch 493/1881
Train Batch 494/1881
Train Batch 495/1881
Train Batch 496/1881
Train Batch 497/1881
Train Batch 498/1881
Train Batch 499/1881
Train Batch 500/1881
Train Batch 501/1881
Train Batch 502/1881
Train Batch 503/1881
Train Batch 504/1881
Train Batch 505/1881
Train Batch 506/1881
Train Batch 507/1881
Train Batch 508/1881
Train Batch 509/1881
Train Batch 510/1881
Train Batch 511/1881
Train Batch 512/1881
Train Batch 513/1881
Train Batch 514/1881
Train Batch 515/1881
Train Batch 516/1881
Train Batch 517/1881
Train Batch 518/1881
Train Batch 519/1881
Train Batch 520/1881
Train Batch 521/1881
Train Batch 522/1881
Train Batch 523/1881
Train Batch 524/1881
Train Batch 525/1881
Train Batch 526/1881
Train Batch 527/1881
Train Batch 528/1881
Train Batch 529/1881
Train Batch 530/1881
Train Batch 531/1881
Train Batch 532/1881
Train Batch 533/1881
Train Batch 534/1881
Train Batch 535/1881
Train Batch 536/1881
Train Batch 537/1881
Train Batch 538/1881
Train Batch 539/1881
Train Batch 540/1881
Train Batch 541/1881
Train Batch 542/1881
Train Batch 543/1881
Train Batch 544/1881
Train Batch 545/1881
Train Batch 546/1881
Train Batch 547/1881
Train Batch 548/1881
Train Batch 549/1881
Train Batch 550/1881
Train Batch 551/1881
Train Batch 552/1881
Train Batch 553/1881
Train Batch 554/1881
Train Batch 555/1881
Train Batch 556/1881
Train Batch 557/1881
Train Batch 558/1881
Train Batch 559/1881
Train Batch 560/1881
Train Batch 561/1881
Train Batch 562/1881
Train Batch 563/1881
Train Batch 564/1881
Train Batch 565/1881
Train Batch 566/1881
Train Batch 567/1881
Train Batch 568/1881
Train Batch 569/1881
Train Batch 570/1881
Train Batch 571/1881
Train Batch 572/1881
Train Batch 573/1881
Train Batch 574/1881
Train Batch 575/1881
Train Batch 576/1881
Train Batch 577/1881
Train Batch 578/1881
Train Batch 579/1881
Train Batch 580/1881
Train Batch 581/1881
Train Batch 582/1881
Train Batch 583/1881
Train Batch 584/1881
Train Batch 585/1881
Train Batch 586/1881
Train Batch 587/1881
Train Batch 588/1881
Train Batch 589/1881
Train Batch 590/1881
Train Batch 591/1881
Train Batch 592/1881
Train Batch 593/1881
Train Batch 594/1881
Train Batch 595/1881
Train Batch 596/1881
Train Batch 597/1881
Train Batch 598/1881
Train Batch 599/1881
Train Batch 600/1881
Train Batch 601/1881
Train Batch 602/1881
Train Batch 603/1881
Train Batch 604/1881
Train Batch 605/1881
Train Batch 606/1881
Train Batch 607/1881
Train Batch 608/1881
Train Batch 609/1881
Train Batch 610/1881
Train Batch 611/1881
Train Batch 612/1881
Train Batch 613/1881
Train Batch 614/1881
Train Batch 615/1881
Train Batch 616/1881
Train Batch 617/1881
Train Batch 618/1881
Train Batch 619/1881
Train Batch 620/1881
Train Batch 621/1881
Train Batch 622/1881
Train Batch 623/1881
Train Batch 624/1881
Train Batch 625/1881
Train Batch 626/1881
Train Batch 627/1881
Train Batch 628/1881
Train Batch 629/1881
Train Batch 630/1881
Train Batch 631/1881
Train Batch 632/1881
Train Batch 633/1881
Train Batch 634/1881
Train Batch 635/1881
Train Batch 636/1881
Train Batch 637/1881
Train Batch 638/1881
Train Batch 639/1881
Train Batch 640/1881
Train Batch 641/1881
Train Batch 642/1881
Train Batch 643/1881
Train Batch 644/1881
Train Batch 645/1881
Train Batch 646/1881
Train Batch 647/1881
Train Batch 648/1881
Train Batch 649/1881
Train Batch 650/1881
Train Batch 651/1881
Train Batch 652/1881
Train Batch 653/1881
Train Batch 654/1881
Train Batch 655/1881
Train Batch 656/1881
Train Batch 657/1881
Train Batch 658/1881
Train Batch 659/1881
Train Batch 660/1881
Train Batch 661/1881
Train Batch 662/1881
Train Batch 663/1881
Train Batch 664/1881
Train Batch 665/1881
Train Batch 666/1881
Train Batch 667/1881
Train Batch 668/1881
Train Batch 669/1881
Train Batch 670/1881
Train Batch 671/1881
Train Batch 672/1881
Train Batch 673/1881
Train Batch 674/1881
Train Batch 675/1881
Train Batch 676/1881
Train Batch 677/1881
Train Batch 678/1881
Train Batch 679/1881
Train Batch 680/1881
Train Batch 681/1881
Train Batch 682/1881
Train Batch 683/1881
Train Batch 684/1881
Train Batch 685/1881
Train Batch 686/1881
Train Batch 687/1881
Train Batch 688/1881
Train Batch 689/1881
Train Batch 690/1881
Train Batch 691/1881
Train Batch 692/1881
Train Batch 693/1881
Train Batch 694/1881
Train Batch 695/1881
Train Batch 696/1881
Train Batch 697/1881
